frame,timestamp,track_id,hip_center_x,hip_center_y,scale_factor,confidence,is_valid,nose_norm_x,nose_norm_y,nose_conf,left_eye_norm_x,left_eye_norm_y,left_eye_conf,right_eye_norm_x,right_eye_norm_y,right_eye_conf,left_ear_norm_x,left_ear_norm_y,left_ear_conf,right_ear_norm_x,right_ear_norm_y,right_ear_conf,left_shoulder_norm_x,left_shoulder_norm_y,left_shoulder_conf,right_shoulder_norm_x,right_shoulder_norm_y,right_shoulder_conf,left_elbow_norm_x,left_elbow_norm_y,left_elbow_conf,right_elbow_norm_x,right_elbow_norm_y,right_elbow_conf,left_wrist_norm_x,left_wrist_norm_y,left_wrist_conf,right_wrist_norm_x,right_wrist_norm_y,right_wrist_conf,left_hip_norm_x,left_hip_norm_y,left_hip_conf,right_hip_norm_x,right_hip_norm_y,right_hip_conf,left_knee_norm_x,left_knee_norm_y,left_knee_conf,right_knee_norm_x,right_knee_norm_y,right_knee_conf,left_ankle_norm_x,left_ankle_norm_y,left_ankle_conf,right_ankle_norm_x,right_ankle_norm_y,right_ankle_conf
6,0.2087362637362637,1,437.8092041015625,452.5118408203125,143.11787937864858,0.8770298361778259,True,0.22440049,-1.1505709,0.9714481,0.25720632,-1.2203844,0.75315994,0.17564735,-1.2303536,0.96427673,0.0,0.0,0.24517828,-0.0045902855,-1.3085282,0.91967654,0.2613731,-1.0096647,0.9860982,-0.3244059,-0.9893418,0.9983107,0.3147805,-0.61750114,0.92491853,-0.5079531,-0.40343997,0.9947984,0.47516713,-0.33032826,0.9276771,-0.2167744,0.049234208,0.9887949,0.19801898,-0.014072156,0.99754757,-0.19801898,0.014072156,0.99908245,0.2974542,0.7797442,0.9946778,-0.16638127,0.8160366,0.9978951,0.32241622,1.4986805,0.9807488,-0.13804227,1.540671,0.98907244
6,0.2087362637362637,3,1195.74951171875,443.38140869140625,79.07677968037274,0.7982803583145142,True,-0.36164263,-1.1271402,0.8201657,-0.31737876,-1.224898,0.82325494,-0.42478123,-1.203895,0.59250426,-0.14176355,-1.2786657,0.7259507,0.0,0.0,0.2672581,0.18100888,-1.0297914,0.9931564,-0.5617686,-0.9336297,0.9793043,0.45242262,-0.44628334,0.98432285,-0.5223458,-0.28914383,0.88161933,0.078178816,0.07619054,0.9664228,-0.4115811,0.15101027,0.85250014,0.2959245,-0.02257806,0.9972602,-0.29592603,0.022577675,0.9946256,0.7429519,0.7809403,0.9948974,-0.6479916,0.82770145,0.9881483,1.1244109,1.8072135,0.98477226,-0.71651304,1.8481562,0.9721786
7,0.243525641025641,1,438.2947998046875,452.4905395507813,142.81514762285948,0.8846175670623779,True,0.21889617,-1.1518993,0.9753059,0.25266793,-1.223342,0.77736545,0.1670814,-1.2327867,0.96867186,0.0,0.0,0.25540206,-0.017651947,-1.3109455,0.9250113,0.25706878,-1.008387,0.9876357,-0.32719707,-0.99038315,0.9984017,0.3248305,-0.6259628,0.9305426,-0.51199603,-0.400224,0.9948691,0.49072853,-0.40091187,0.93259406,-0.21874851,0.030657725,0.989077,0.19698568,-0.01323784,0.99764013,-0.19698589,0.013237625,0.9990903,0.2928385,0.7845139,0.9948408,-0.16172579,0.8151449,0.99790263,0.3202775,1.5022091,0.9809403,-0.1392377,1.5441313,0.98895615
7,0.243525641025641,3,1196.045654296875,443.1765747070313,76.81117179659289,0.7970826029777527,True,-0.38433525,-1.1437254,0.8596451,-0.33468145,-1.2433783,0.85411423,-0.4537399,-1.222534,0.6706434,-0.15650699,-1.2886791,0.74281645,-0.5495369,-1.234918,0.32385054,0.15059824,-1.0270556,0.9937663,-0.5888766,-0.92433196,0.9838201,0.3792974,-0.44603378,0.9827171,-0.5629309,-0.24913938,0.8962839,0.0007278655,0.007448305,0.96370715,-0.4289464,0.18291356,0.86401546,0.29874748,-0.024667967,0.99707913,-0.29874587,0.024667967,0.9947184,0.74884486,0.810048,0.99441516,-0.6758136,0.8607379,0.9880971,1.1527101,1.8633182,0.98352444,-0.7466438,1.9114805,0.97176784
8,0.2783150183150183,1,437.8245239257813,453.672119140625,143.77016615103605,0.8841387629508972,True,0.22382136,-1.149508,0.97484654,0.25490054,-1.2211424,0.7635028,0.17233889,-1.2308457,0.96908575,0.0,0.0,0.23866285,-0.0129049495,-1.3098644,0.9306512,0.2500161,-1.0024801,0.9877988,-0.3166168,-0.99641085,0.99845314,0.32858205,-0.61794746,0.92894393,-0.5003956,-0.39050907,0.99500847,0.5040769,-0.49226385,0.9301954,-0.20848171,0.014113806,0.9891206,0.19093704,-0.010309992,0.99762017,-0.19093683,0.01030978,0.9990984,0.29046175,0.7852987,0.9947765,-0.14930077,0.8031724,0.9979151,0.32389393,1.4879116,0.9805978,-0.13294904,1.5297599,0.9888285
8,0.2783150183150183,3,1198.177734375,444.33636474609375,77.26212448952549,0.790611982345581,True,-0.4787581,-1.1097116,0.80750537,-0.43662083,-1.2063204,0.821755,-0.5349048,-1.1862898,0.5291589,-0.23931032,-1.2609575,0.7540792,0.0,0.0,0.21292396,0.10211218,-1.0175638,0.9924912,-0.60185045,-0.918995,0.9751526,0.28127697,-0.45694295,0.9837127,-0.57026726,-0.26299417,0.85842913,-0.14105006,-0.09328579,0.9650453,-0.4314844,0.095383964,0.8310702,0.2876015,-0.02283265,0.99670583,-0.2876015,0.022833046,0.9932636,0.7139922,0.8138849,0.99398994,-0.6729292,0.859551,0.9853323,1.11259,1.8379151,0.9820456,-0.7495221,1.8773412,0.9662357
9,0.3131043956043956,1,437.5929565429687,453.51812744140625,144.35755650391636,0.8761510252952576,True,0.21726786,-1.1449393,0.9729235,0.24988139,-1.2165866,0.75416064,0.16515286,-1.2264903,0.96784514,0.0,0.0,0.23258898,-0.017155964,-1.3053956,0.92748106,0.2508198,-1.0045463,0.98559695,-0.31318593,-0.99448127,0.99830174,0.32252464,-0.64365655,0.9155234,-0.4943553,-0.39007542,0.9945574,0.45837963,-0.5602115,0.9175579,-0.19402266,0.0087563,0.9879401,0.19076028,-0.009554557,0.9972325,-0.19076008,0.009554345,0.99899477,0.28885156,0.7807935,0.99426854,-0.15066628,0.79031926,0.99780506,0.32427886,1.484203,0.9801516,-0.13628033,1.5173129,0.988898
9,0.3131043956043956,3,1198.0252685546875,445.70404052734375,75.3292608683117,0.7871356010437012,True,-0.5324266,-1.099556,0.83279586,-0.48609677,-1.2002722,0.85296446,-0.59297293,-1.1782773,0.55413026,-0.26902565,-1.2580929,0.7929609,0.0,0.0,0.21112183,0.10599625,-1.0100867,0.9933769,-0.6598263,-0.91170263,0.9763073,0.2842469,-0.41778946,0.984537,-0.6521597,-0.24750392,0.84797424,-0.1996233,-0.04408705,0.9657828,-0.5052931,0.085795626,0.82041574,0.31025577,-0.02275006,0.9965605,-0.31025577,0.022749653,0.9927114,0.7277361,0.81713367,0.9935772,-0.7255971,0.8605365,0.9835988,1.1416935,1.8720913,0.98074144,-0.77310175,1.9077883,0.962629
10,0.3478937728937729,1,437.8585815429687,452.8167724609375,143.67736677733356,0.8808434009552002,True,0.22192706,-1.1531744,0.97522825,0.2563375,-1.2245097,0.7715054,0.16921933,-1.2368026,0.9695602,0.0,0.0,0.24693078,-0.013600622,-1.3144239,0.92889774,0.2551714,-0.99851,0.98745245,-0.31022406,-1.0007322,0.9983908,0.32202497,-0.6420026,0.92500097,-0.49724746,-0.38210478,0.9946892,0.48043424,-0.6481045,0.9258321,-0.19259328,0.0016435784,0.98836297,0.19086368,-0.0068631824,0.9974942,-0.19086389,0.0068631824,0.99904984,0.2857953,0.79081225,0.99478465,-0.15051168,0.7897269,0.99791974,0.3178234,1.4971904,0.9813778,-0.13807844,1.5305309,0.9892966
10,0.3478937728937729,3,1196.7401123046875,444.699462890625,73.8493683818309,0.7905464172363281,True,-0.50579363,-1.0784174,0.83143437,-0.46006438,-1.1816387,0.8388535,-0.57617843,-1.1567008,0.5850621,-0.24923384,-1.2446592,0.75560904,0.0,0.0,0.2497015,0.13402063,-1.0129162,0.9929576,-0.6886279,-0.9086493,0.97889566,0.33071005,-0.42724314,0.9828476,-0.6771398,-0.2547878,0.8731809,-0.18891555,-0.1593056,0.96335185,-0.46109584,-0.047979746,0.84326637,0.3310076,-0.02534117,0.9966446,-0.3310076,0.02534117,0.99353725,0.77884007,0.8392294,0.99354607,-0.72744775,0.88752985,0.9852593,1.170571,1.9354352,0.9804095,-0.77621347,1.9776113,0.96486
11,0.3826831501831502,1,437.1687927246094,452.7313232421875,143.5313655850522,0.8743127584457397,True,0.23051257,-1.150805,0.97167736,0.26560077,-1.2200722,0.7463662,0.1805742,-1.2341803,0.9672124,0.0,0.0,0.2265953,0.0010071789,-1.312497,0.92649275,0.25675088,-0.9983065,0.9843015,-0.30070192,-1.0012103,0.9982152,0.3094057,-0.6594996,0.9063906,-0.4865225,-0.38687152,0.9942696,0.468483,-0.6877329,0.9079257,-0.19803536,-0.0050941524,0.9870129,0.18877684,-0.006082621,0.9970391,-0.18877684,0.006082621,0.9989496,0.29277396,0.79792345,0.9941678,-0.14627227,0.7924978,0.99781895,0.31979898,1.5044272,0.9806764,-0.13594088,1.532081,0.98935413
11,0.3826831501831502,3,1198.2255859375,443.781494140625,71.21797924581388,0.794734001159668,True,-0.5821044,-1.0688937,0.83555585,-0.53202194,-1.1759195,0.85091513,-0.6504722,-1.1509122,0.56364566,-0.29013175,-1.2401433,0.7845593,0.0,0.0,0.2187266,0.113426454,-1.0047009,0.992934,-0.7127775,-0.90338194,0.97736746,0.2806257,-0.40752536,0.9828566,-0.7257202,-0.24150108,0.859194,-0.24954677,-0.16231896,0.9632462,-0.5330795,-0.04424317,0.8309842,0.33604568,-0.023710715,0.9963659,-0.3360474,0.023710286,0.9927826,0.7749234,0.87215215,0.99315214,-0.7553182,0.9169147,0.9837481,1.1733412,2.005803,0.9793896,-0.81608427,2.0433962,0.9621093
12,0.4174725274725275,1,437.0780334472656,451.396728515625,142.64103962339635,0.8695749640464783,True,0.23427762,-1.147861,0.9664934,0.26892543,-1.2170169,0.7118398,0.184946,-1.2307371,0.96318626,0.0,0.0,0.2066057,0.0037231003,-1.3091679,0.92361647,0.25944608,-0.9970074,0.9810082,-0.30368513,-1.0025033,0.9980447,0.30327094,-0.64111906,0.8880478,-0.4900618,-0.39547083,0.99391335,0.42713642,-0.6275069,0.8905435,-0.18608184,-0.010586296,0.9858446,0.19111472,-0.00565889,0.9967108,-0.19111472,0.005658676,0.9988954,0.29692954,0.8092653,0.9938465,-0.14722036,0.8034079,0.99781716,0.32392877,1.5244381,0.9807921,-0.13768989,1.5476921,0.9897892
12,0.4174725274725275,3,1200.935546875,445.6692504882813,71.24659749824535,0.7763404250144958,True,-0.6015484,-1.050565,0.81776804,-0.5535472,-1.1583604,0.82914144,-0.67019886,-1.1328863,0.542014,-0.31562123,-1.2279223,0.7556944,0.0,0.0,0.21380109,0.0710783,-1.0039345,0.9915963,-0.7136117,-0.89004344,0.9757932,0.22007287,-0.4287554,0.9802886,-0.7371532,-0.21102682,0.8634521,-0.2586609,-0.18271671,0.959374,-0.5962336,0.051113065,0.8339733,0.32272133,-0.026220242,0.99595034,-0.32271963,0.026219813,0.9924055,0.73805606,0.8619844,0.9925154,-0.7658774,0.9112166,0.983266,1.1343178,1.9779574,0.97821236,-0.85642284,2.0239737,0.9617111
13,0.4522619047619047,1,437.0022583007813,451.0581359863281,142.55938644900877,0.8677712678909302,True,0.234357,-1.1442736,0.96528983,0.26896235,-1.2133423,0.70651597,0.18536234,-1.2263795,0.96137285,0.0,0.0,0.20643918,0.0034428753,-1.3052799,0.9205435,0.26880074,-0.9957674,0.9810892,-0.30853435,-1.0038378,0.9980416,0.32729945,-0.62485826,0.89061403,-0.4955114,-0.4310785,0.9939938,0.41850105,-0.56076825,0.89360446,-0.18670176,-0.088228844,0.9860994,0.19547325,-0.005513567,0.9969062,-0.19547325,0.005513567,0.99895537,0.29676545,0.8017096,0.99427783,-0.15215828,0.79950386,0.99796057,0.32417318,1.5223424,0.9821201,-0.13721281,1.5375781,0.99049544
13,0.4522619047619047,3,1202.0341796875,445.1176452636719,69.23028588827094,0.7818476557731628,True,-0.66111654,-1.0488156,0.824056,-0.6120136,-1.1580873,0.843333,-0.72510844,-1.1330967,0.5301179,-0.3561448,-1.2280548,0.7820664,0.0,0.0,0.19235696,0.046951827,-1.0011572,0.9918888,-0.72340685,-0.8809718,0.9743342,0.21999367,-0.4374606,0.98097575,-0.7474876,-0.18791662,0.84717196,-0.20684688,-0.17724544,0.96062213,-0.6357046,0.122887075,0.8201014,0.31880093,-0.027095865,0.99594903,-0.31880268,0.027095865,0.99201983,0.734101,0.9034572,0.9929026,-0.76669466,0.95444113,0.98321193,1.1468902,2.031791,0.979829,-0.86818385,2.080959,0.96310866
14,0.487051282051282,1,438.59381103515625,448.2621154785156,139.54721001378397,0.8762344121932983,True,0.22319566,-1.1479344,0.96975124,0.25505704,-1.2198178,0.72436655,0.17191942,-1.2316642,0.9632533,0.0,0.0,0.21574733,-0.01991085,-1.3106937,0.92438966,0.26899067,-0.99023837,0.986927,-0.32890013,-1.0088642,0.99831104,0.37172815,-0.5768237,0.92606604,-0.50944555,-0.40496728,0.99482757,0.44333556,-0.54213774,0.9277997,-0.17158438,-0.073758446,0.9887552,0.20179947,-0.0032663536,0.99774086,-0.20179969,0.0032663536,0.99914396,0.2848131,0.8331509,0.9954124,-0.16339007,0.8234835,0.99817204,0.31957626,1.5772016,0.98330724,-0.1537137,1.5890638,0.9904083
14,0.487051282051282,3,1204.733154296875,444.147705078125,65.43426160851287,0.7699542045593262,True,-0.7600644,-1.0717735,0.7609131,-0.716657,-1.1848165,0.8053666,-0.81455874,-1.1597804,0.38245168,-0.43806267,-1.2469953,0.79219913,0.0,0.0,0.12193884,0.018291632,-0.99154544,0.9909348,-0.73960125,-0.87385404,0.9670961,0.17991279,-0.40021315,0.9791596,-0.760042,-0.17069143,0.7882451,-0.27083927,-0.17125948,0.9570789,-0.6894779,0.09247954,0.767568,0.31741437,-0.025179677,0.9961427,-0.31741437,0.02517921,0.9918262,0.6996097,0.97749746,0.9946143,-0.8177301,1.0225992,0.9858935,1.1325477,2.146804,0.9862853,-0.9348059,2.1862726,0.9729462
15,0.5218406593406594,1,438.133544921875,445.743408203125,138.25868081235626,0.8656151294708252,True,0.22830616,-1.1438458,0.96318495,0.2634496,-1.2145123,0.70404214,0.17789736,-1.2248441,0.95853055,0.0,0.0,0.20448285,-0.012359451,-1.3029863,0.9111155,0.25822893,-1.0014977,0.9786083,-0.3290522,-0.9972479,0.9978325,0.33219427,-0.5778106,0.8861805,-0.5184054,-0.45373976,0.99376833,0.4489389,-0.2789224,0.89351594,-0.18503174,-0.107146285,0.9861233,0.19856481,-0.011396634,0.9968105,-0.19856502,0.011396634,0.9989267,0.29958698,0.8221681,0.994303,-0.1583923,0.8505595,0.9979724,0.33006424,1.5958387,0.9825708,-0.15598503,1.6151043,0.99080676
15,0.5218406593406594,3,1206.462158203125,444.12359619140625,64.72061976606356,0.7609423995018005,True,-0.7931684,-1.050127,0.7199186,-0.7544371,-1.1623281,0.76450914,-0.843273,-1.1381613,0.3369137,-0.47099978,-1.2273494,0.7590796,0.0,0.0,0.1109158,0.009423014,-0.98171544,0.98924166,-0.7634112,-0.87071586,0.9643574,0.17670791,-0.38473377,0.97699213,-0.79414165,-0.16655026,0.79730326,-0.2879074,-0.1895679,0.9541592,-0.72043616,0.07055283,0.77624243,0.32329652,-0.023725398,0.9960522,-0.32329652,0.023725398,0.99205583,0.70318013,0.9779715,0.9946631,-0.84129065,1.0194654,0.98676294,1.1304221,2.1766973,0.9866953,-0.971206,2.2106304,0.97478116
16,0.5566300366300366,1,437.4386596679687,446.1676330566406,137.9132243929878,0.8660851716995239,True,0.23022231,-1.1478595,0.9656773,0.2672296,-1.2176344,0.72840255,0.18131788,-1.2295945,0.9577661,0.0,0.0,0.22254373,-0.007028549,-1.3086077,0.9005329,0.2579059,-1.0014628,0.98053885,-0.33225322,-0.9971551,0.9979018,0.331781,-0.5136067,0.9056854,-0.53066266,-0.46721295,0.9943076,0.49383593,-0.07001508,0.91442704,-0.19086593,-0.18257809,0.987982,0.19910733,-0.014554759,0.99720734,-0.19910733,0.014554759,0.99901664,0.29757208,0.8130809,0.9947943,-0.16141963,0.8645571,0.9980586,0.33137938,1.5962197,0.9829742,-0.15736775,1.6141262,0.9908127
16,0.5566300366300366,3,1208.43017578125,448.162841796875,65.6929199772262,0.7541173100471497,True,-0.77071273,-1.0698191,0.7566396,-0.7169774,-1.1861802,0.7781521,-0.83698344,-1.1593057,0.42646426,-0.43912143,-1.2384727,0.71792024,0.0,0.0,0.14820935,0.018738046,-0.97943133,0.987377,-0.79320806,-0.86453074,0.96397114,0.24087608,-0.37532306,0.9680205,-0.819548,-0.15988475,0.803505,-0.18762761,-0.23706956,0.93934506,-0.6957327,-0.017415477,0.77835315,0.3290196,-0.024741879,0.9940621,-0.3290196,0.024742343,0.9895263,0.6581432,0.84154767,0.9916797,-0.82896906,0.88510233,0.9823751,1.0787607,2.041128,0.98090416,-0.860956,2.078301,0.967318
17,0.5914194139194139,1,438.69915771484375,444.85601806640625,135.9910497751254,0.880549430847168,True,0.23295465,-1.1499636,0.9714227,0.26982749,-1.2200252,0.75990415,0.18437399,-1.234366,0.9607579,0.0,0.0,0.23942348,-0.015873102,-1.31684,0.90330267,0.25536096,-0.99224967,0.9871178,-0.35145682,-1.0054404,0.9981171,0.3589532,-0.46972,0.9396139,-0.556504,-0.48442325,0.9947613,0.53371644,0.017511286,0.94393766,-0.17796779,-0.23085846,0.9897854,0.20397048,-0.013279386,0.9980457,-0.20397048,0.013279386,0.9991879,0.28942284,0.82642645,0.99605066,-0.16316062,0.87968177,0.9982712,0.3240866,1.6281666,0.98509824,-0.16541952,1.6370769,0.9910262
17,0.5914194139194139,3,1211.8839111328125,447.5986022949219,67.74796384202743,0.7463685274124146,True,-0.7402584,-1.0192623,0.7896836,-0.6957514,-1.1331096,0.79787993,-0.8259264,-1.1017934,0.49815527,-0.4521404,-1.1976868,0.69828916,0.0,0.0,0.1825277,-0.026713932,-0.97318417,0.9857631,-0.8095442,-0.8435907,0.96263266,0.11560181,-0.3913836,0.96634233,-0.850534,-0.13729315,0.8209458,-0.34384322,-0.23892806,0.9384907,-0.6958541,0.024859848,0.79962695,0.32205728,-0.029650465,0.9927169,-0.32205728,0.029650465,0.9876375,0.6279756,0.83464146,0.98903006,-0.8139028,0.888177,0.97804743,0.986992,2.006475,0.97371155,-0.89154005,2.0601091,0.95708394
18,0.6262087912087912,1,438.7623901367187,450.171875,139.37889500840083,0.875990629196167,True,0.23247406,-1.1622359,0.96680677,0.26424256,-1.2312688,0.72596,0.18695657,-1.2443697,0.9561682,0.0,0.0,0.23142695,-0.0025341746,-1.3203882,0.9077534,0.24917676,-0.99336094,0.98629564,-0.34603176,-1.0042925,0.9982381,0.3424825,-0.4453526,0.9334319,-0.549051,-0.48644152,0.99511,0.512667,0.04069371,0.93691033,-0.14002661,-0.2996658,0.98979706,0.19999814,-0.014904424,0.997936,-0.19999835,0.0149046425,0.9991986,0.28840193,0.7955762,0.9956317,-0.15584058,0.8588334,0.9982095,0.31399372,1.5600903,0.98350304,-0.15282951,1.5770868,0.99048585
