frame,timestamp,track_id,hip_center_x,hip_center_y,scale_factor,confidence,is_valid,nose_norm_x,nose_norm_y,nose_conf,left_eye_norm_x,left_eye_norm_y,left_eye_conf,right_eye_norm_x,right_eye_norm_y,right_eye_conf,left_ear_norm_x,left_ear_norm_y,left_ear_conf,right_ear_norm_x,right_ear_norm_y,right_ear_conf,left_shoulder_norm_x,left_shoulder_norm_y,left_shoulder_conf,right_shoulder_norm_x,right_shoulder_norm_y,right_shoulder_conf,left_elbow_norm_x,left_elbow_norm_y,left_elbow_conf,right_elbow_norm_x,right_elbow_norm_y,right_elbow_conf,left_wrist_norm_x,left_wrist_norm_y,left_wrist_conf,right_wrist_norm_x,right_wrist_norm_y,right_wrist_conf,left_hip_norm_x,left_hip_norm_y,left_hip_conf,right_hip_norm_x,right_hip_norm_y,right_hip_conf,left_knee_norm_x,left_knee_norm_y,left_knee_conf,right_knee_norm_x,right_knee_norm_y,right_knee_conf,left_ankle_norm_x,left_ankle_norm_y,left_ankle_conf,right_ankle_norm_x,right_ankle_norm_y,right_ankle_conf
3,0.10436813186813187,3,1202.9488525390625,439.1470642089844,79.5571000635684,0.8012848496437073,True,-0.28320086,-1.2104753,0.8588662,-0.2363856,-1.3040768,0.8414024,-0.34280515,-1.2894883,0.67405903,-0.069168024,-1.3286421,0.7149685,-0.43321964,-1.2901933,0.33113554,0.21073394,-1.0222722,0.99374723,-0.47166643,-0.96063334,0.98593104,0.5071365,-0.43418208,0.9831818,-0.4830484,-0.35186255,0.91782826,0.24359101,0.14093989,0.9656304,-0.5244351,0.13493933,0.8887755,0.27162862,-0.012526242,0.99758255,-0.27162862,0.012526242,0.9959144,0.6385802,0.83576024,0.9952726,-0.65790105,0.8671831,0.99060714,0.9910412,1.8538367,0.9854396,-0.79699814,1.8756946,0.9762725
3,0.10436813186813187,4,1819.961669921875,438.96826171875,63.326242594721656,0.7023865580558777,True,0.036492188,-1.48783,0.95188206,0.116036326,-1.5818585,0.91501534,-0.048983306,-1.5751995,0.91137785,0.26887327,-1.5018421,0.73356086,-0.1898226,-1.4860576,0.7050661,0.5041747,-1.0046715,0.9929969,-0.40285978,-0.9927606,0.9938444,0.6004257,-0.3748362,0.92705864,-0.61994886,-0.37735033,0.9316929,0.2467073,-0.19007753,0.87548393,-0.2564631,-0.21251625,0.87702143,0.30695575,-0.001695361,0.9858891,-0.30695382,0.0016958428,0.9863912,0.5609939,0.070028335,0.963308,-0.42321375,0.07066012,0.9628176,0.44459322,1.0051476,0.92995256,-0.51035666,1.0090207,0.9287978
4,0.13915750915750916,1,436.67694091796875,455.2060546875,145.200106774885,0.8741534352302551,True,0.23031843,-1.1485907,0.96312726,0.26119897,-1.2160164,0.7021463,0.18546078,-1.225434,0.95606357,0.0,0.0,0.22104867,0.014202223,-1.301034,0.9126109,0.26903012,-1.011178,0.9826431,-0.30951905,-0.9884119,0.99810827,0.32566246,-0.62531483,0.90936595,-0.4960904,-0.4180262,0.99448293,0.47010362,-0.30095354,0.9126922,-0.22875094,0.04920031,0.9876744,0.19574091,-0.0138291605,0.99724627,-0.1957407,0.013828951,0.9990295,0.30968615,0.7638502,0.99412376,-0.157095,0.799776,0.99781126,0.32457396,1.4570194,0.9799054,-0.1384547,1.4945682,0.9890487
4,0.13915750915750916,2,1669.39453125,437.36407470703125,157.07696514519395,0.8194134831428528,True,0.34224257,-1.3162749,0.762195,0.0,0.0,0.1803645,0.30064553,-1.3780155,0.84645796,0.0,0.0,0.049365476,0.099670924,-1.3482128,0.9179907,0.023183549,-0.9987671,0.87257063,-0.02567505,-1.0012312,0.9900254,0.115326345,-0.6043252,0.51912,0.18566968,-0.56526977,0.97849315,0.37944955,-0.51197666,0.53095376,0.40785003,-0.44895667,0.9445182,0.016949357,-0.0060692453,0.97114986,-0.016949357,0.0060694395,0.992471,0.047950126,0.72561395,0.95593435,0.030378284,0.7520906,0.98761576,-0.15613225,1.4241431,0.91111743,-0.16930473,1.4790378,0.95654655
4,0.13915750915750916,3,1201.3084716796875,437.913818359375,77.77913277274918,0.8100267648696899,True,-0.32352918,-1.1662891,0.8097189,-0.27811718,-1.2610248,0.80068433,-0.3783955,-1.2470281,0.5788597,-0.10038818,-1.3004117,0.69276977,0.0,0.0,0.26317474,0.19842847,-1.0203587,0.99264693,-0.5036814,-0.956209,0.98107255,0.46157467,-0.42879283,0.98383796,-0.5167502,-0.3187875,0.9029764,0.20092075,0.14442454,0.9671543,-0.48697463,0.19405362,0.8768368,0.28034267,-0.013897071,0.99768186,-0.28034267,0.013897071,0.9957911,0.67723256,0.87188727,0.9958383,-0.6483845,0.90599453,0.99107856,1.0427476,1.9096754,0.98729557,-0.7726189,1.9339509,0.97811174
4,0.13915750915750916,4,1820.278564453125,439.2610168457031,63.39400522383704,0.7055990099906921,True,0.03593135,-1.493891,0.9535864,0.11458172,-1.58884,0.9172019,-0.052683905,-1.5806655,0.9156235,0.26406267,-1.5078626,0.7333759,-0.19982721,-1.4883463,0.7144664,0.50175834,-1.0074011,0.99303824,-0.4173293,-0.99081653,0.993947,0.5941169,-0.37458527,0.9267793,-0.6463464,-0.3708429,0.93275684,0.23499987,-0.19198623,0.8743615,-0.2855021,-0.21058494,0.8776208,0.31143776,-0.002938437,0.98520887,-0.31143966,0.002938437,0.9858165,0.5650464,0.05775396,0.96033424,-0.4386166,0.06030391,0.960043,0.45181262,1.0024822,0.92343754,-0.5246208,1.009771,0.92252344
5,0.17394688644688644,1,437.17840576171875,454.68060302734375,144.57702421699784,0.8739439845085144,True,0.21852918,-1.1530018,0.96872854,0.25240338,-1.2213826,0.7417298,0.17125995,-1.2312613,0.96196026,0.0,0.0,0.24319091,-0.00085910293,-1.3071694,0.9160266,0.26666048,-1.0103506,0.98395294,-0.31630862,-0.98903286,0.9981862,0.3262841,-0.62253743,0.91234124,-0.49585646,-0.4196072,0.99440867,0.46954513,-0.3051677,0.9152946,-0.2199886,0.036757786,0.9876109,0.19714344,-0.013475884,0.99723876,-0.19714323,0.013475673,0.999008,0.30587864,0.7664553,0.994162,-0.16208655,0.8005961,0.99778557,0.3252268,1.469063,0.9800964,-0.13952866,1.5029294,0.98904234
5,0.17394688644688644,2,1669.4918212890625,437.0899658203125,156.385445536329,0.8172582387924194,True,0.3436443,-1.3177303,0.768082,0.0,0.0,0.18565549,0.30155423,-1.3799512,0.84999686,0.0,0.0,0.051032405,0.1003833,-1.3499784,0.9199866,0.018737663,-0.99821573,0.8769354,-0.019398028,-1.0017843,0.99026006,0.10764263,-0.6013877,0.5245456,0.1960691,-0.5631386,0.9785114,0.37072083,-0.51366216,0.53399384,0.41214117,-0.44733334,0.94440037,0.01350548,-0.0057188706,0.9716913,-0.01350548,0.0057186754,0.9925546,0.04488453,0.72970337,0.9567963,0.03333985,0.75497836,0.98777187,-0.15890132,1.4316199,0.91261375,-0.1704101,1.486218,0.95709866
5,0.17394688644688644,3,1199.1192626953125,438.713623046875,75.9902965429607,0.811205267906189,True,-0.42707413,-1.1822422,0.8920114,-0.37471536,-1.2825811,0.90130025,-0.48600307,-1.2637429,0.6809895,-0.16862312,-1.3205574,0.8313668,0.0,0.0,0.28033987,0.15620731,-1.0230116,0.99567175,-0.5397096,-0.9398759,0.98516995,0.419047,-0.40820345,0.98734516,-0.5215461,-0.2894733,0.877591,0.04918777,0.171862,0.97158754,-0.53587836,0.2070099,0.84987587,0.2827606,-0.017346237,0.9976955,-0.2827606,0.017345836,0.9951556,0.70110077,0.8799133,0.99581003,-0.67393506,0.9182422,0.9893272,1.1171149,1.9270834,0.9873668,-0.76722956,1.955584,0.97535986
5,0.17394688644688644,4,1820.0767822265625,439.9716796875,63.973117327450865,0.7194448113441467,True,0.046627555,-1.4935964,0.95571446,0.12330084,-1.5888426,0.91764665,-0.044318695,-1.580092,0.9220759,0.2670704,-1.5095233,0.7250449,-0.19619791,-1.4885346,0.73536855,0.50055355,-1.0094119,0.99319386,-0.42037883,-0.98898035,0.9944102,0.59569776,-0.37899536,0.92575425,-0.64341104,-0.36180052,0.9380685,0.25658894,-0.1919995,0.8732088,-0.25359887,-0.1947229,0.8843789,0.31107807,-0.004754156,0.9853116,-0.31107807,0.004754633,0.98632854,0.5798696,0.055458475,0.9592435,-0.41085336,0.061432417,0.96042603,0.44456846,0.9830632,0.92041683,-0.50692105,0.9956966,0.92153555
6,0.20873626373626375,1,437.8092041015625,452.5118408203125,143.11787937864858,0.8770298361778259,True,0.22440049,-1.1505709,0.9714481,0.25720632,-1.2203844,0.75315994,0.17564735,-1.2303536,0.96427673,0.0,0.0,0.24517828,-0.0045902855,-1.3085282,0.91967654,0.2613731,-1.0096647,0.9860982,-0.3244059,-0.9893418,0.9983107,0.3147805,-0.61750114,0.92491853,-0.5079531,-0.40343997,0.9947984,0.47516713,-0.33032826,0.9276771,-0.2167744,0.049234208,0.9887949,0.19801898,-0.014072156,0.99754757,-0.19801898,0.014072156,0.99908245,0.2974542,0.7797442,0.9946778,-0.16638127,0.8160366,0.9978951,0.32241622,1.4986805,0.9807488,-0.13804227,1.540671,0.98907244
6,0.20873626373626375,2,1669.890625,437.2622985839844,156.54233915164295,0.8147909045219421,True,0.34039828,-1.3191183,0.77378273,0.0,0.0,0.19116136,0.2971854,-1.3807578,0.8536988,0.0,0.0,0.051189616,0.09396872,-1.3496318,0.91956437,0.016264101,-1.0003431,0.87602377,-0.023898255,-0.9996424,0.99005085,0.10065543,-0.6070962,0.52456725,0.19576654,-0.5620784,0.9781106,0.3601691,-0.5177134,0.53540534,0.41246969,-0.4482315,0.9440581,0.014406639,-0.0067783333,0.9707291,-0.014406639,0.0067783333,0.992239,0.04810063,0.7263299,0.9551622,0.035201326,0.7549159,0.9872034,-0.15931676,1.4271008,0.90936434,-0.1696451,1.4849508,0.9552166
6,0.20873626373626375,3,1195.74951171875,443.38140869140625,79.07677968037274,0.7982803583145142,True,-0.36164263,-1.1271402,0.8201657,-0.31737876,-1.224898,0.82325494,-0.42478123,-1.203895,0.59250426,-0.14176355,-1.2786657,0.7259507,0.0,0.0,0.2672581,0.18100888,-1.0297914,0.9931564,-0.5617686,-0.9336297,0.9793043,0.45242262,-0.44628334,0.98432285,-0.5223458,-0.28914383,0.88161933,0.078178816,0.07619054,0.9664228,-0.4115811,0.15101027,0.85250014,0.2959245,-0.02257806,0.9972602,-0.29592603,0.022577675,0.9946256,0.7429519,0.7809403,0.9948974,-0.6479916,0.82770145,0.9881483,1.1244109,1.8072135,0.98477226,-0.71651304,1.8481562,0.9721786
6,0.20873626373626375,4,1820.216796875,440.01123046875,64.0744059933847,0.7013013362884521,True,0.047700737,-1.4835601,0.9566338,0.12189236,-1.5791334,0.91660994,-0.045765124,-1.5691929,0.9268453,0.25838184,-1.5038692,0.71143776,-0.20492,-1.480278,0.7506045,0.48920786,-1.0118518,0.992963,-0.4335151,-0.9873722,0.99458414,0.6036302,-0.39646405,0.9218145,-0.67507654,-0.371392,0.9415634,0.30794963,-0.20402363,0.86862016,-0.2951033,-0.20124452,0.88887703,0.31026438,-0.0062221666,0.98483986,-0.31026626,0.006222643,0.98639023,0.5726603,0.059738804,0.95718056,-0.40453228,0.06820474,0.9600264,0.42983818,0.98215026,0.91667336,-0.5053386,0.9994051,0.92006814
7,0.24352564102564103,1,438.2947998046875,452.49053955078125,142.81514762285948,0.8846175670623779,True,0.21889617,-1.1518993,0.9753059,0.25266793,-1.223342,0.77736545,0.1670814,-1.2327867,0.96867186,0.0,0.0,0.25540206,-0.017651947,-1.3109455,0.9250113,0.25706878,-1.008387,0.9876357,-0.32719707,-0.99038315,0.9984017,0.3248305,-0.6259628,0.9305426,-0.51199603,-0.400224,0.9948691,0.49072853,-0.40091187,0.93259406,-0.21874851,0.030657725,0.989077,0.19698568,-0.01323784,0.99764013,-0.19698589,0.013237625,0.9990903,0.2928385,0.7845139,0.9948408,-0.16172579,0.8151449,0.99790263,0.3202775,1.5022091,0.9809403,-0.1392377,1.5441313,0.98895615
7,0.24352564102564103,2,1672.3424072265625,436.91754150390625,156.65312300087953,0.8069011569023132,True,0.3286591,-1.3158307,0.7913647,0.0,0.0,0.21785592,0.2833767,-1.3776612,0.8616031,0.0,0.0,0.05821392,0.0835789,-1.3479856,0.91595256,0.022767821,-1.0018104,0.8784347,-0.034040302,-0.9981578,0.9901084,0.08192925,-0.6124126,0.5320773,0.16895473,-0.56404907,0.97786623,0.33392754,-0.5162826,0.5450936,0.39608046,-0.44352037,0.94431746,0.01997191,-0.0074452446,0.97018796,-0.01997191,0.007445439,0.99199206,0.03771052,0.7296394,0.9540796,0.01754302,0.76157695,0.9866992,-0.17563592,1.4280976,0.907018,-0.1852003,1.492273,0.9538313
7,0.24352564102564103,3,1196.045654296875,443.17657470703125,76.81117179659289,0.7970826029777527,True,-0.38433525,-1.1437254,0.8596451,-0.33468145,-1.2433783,0.85411423,-0.4537399,-1.222534,0.6706434,-0.15650699,-1.2886791,0.74281645,-0.5495369,-1.234918,0.32385054,0.15059824,-1.0270556,0.9937663,-0.5888766,-0.92433196,0.9838201,0.3792974,-0.44603378,0.9827171,-0.5629309,-0.24913938,0.8962839,0.0007278655,0.007448305,0.96370715,-0.4289464,0.18291356,0.86401546,0.29874748,-0.024667967,0.99707913,-0.29874587,0.024667967,0.9947184,0.74884486,0.810048,0.99441516,-0.6758136,0.8607379,0.9880971,1.1527101,1.8633182,0.98352444,-0.7466438,1.9114805,0.97176784
7,0.24352564102564103,4,1819.95849609375,440.65863037109375,64.30965471301987,0.6968700885772705,True,0.047736943,-1.4835229,0.9563328,0.12118073,-1.5794182,0.91752607,-0.04603239,-1.5687112,0.9254982,0.2578315,-1.504853,0.7161522,-0.20476261,-1.4789673,0.7445153,0.49216563,-1.013209,0.992924,-0.43102762,-0.9858569,0.99434716,0.6056379,-0.40095833,0.9223725,-0.6752417,-0.37226757,0.9385265,0.29997456,-0.21653788,0.8688933,-0.3040613,-0.21121494,0.8845994,0.3107049,-0.0065315845,0.9844083,-0.31070676,0.0065315845,0.98573095,0.57197964,0.045884334,0.95624405,-0.41002065,0.055006914,0.9582856,0.42736608,0.96920806,0.91522485,-0.5143248,0.9877285,0.9174686
8,0.2783150183150183,1,437.82452392578125,453.672119140625,143.77016615103605,0.8841387629508972,True,0.22382136,-1.149508,0.97484654,0.25490054,-1.2211424,0.7635028,0.17233889,-1.2308457,0.96908575,0.0,0.0,0.23866285,-0.0129049495,-1.3098644,0.9306512,0.2500161,-1.0024801,0.9877988,-0.3166168,-0.99641085,0.99845314,0.32858205,-0.61794746,0.92894393,-0.5003956,-0.39050907,0.99500847,0.5040769,-0.49226385,0.9301954,-0.20848171,0.014113806,0.9891206,0.19093704,-0.010309992,0.99762017,-0.19093683,0.01030978,0.9990984,0.29046175,0.7852987,0.9947765,-0.14930077,0.8031724,0.9979151,0.32389393,1.4879116,0.9805978,-0.13294904,1.5297599,0.9888285
8,0.2783150183150183,2,1674.0673828125,437.6142883300781,156.4171153604903,0.7961565256118774,True,0.30968362,-1.3159124,0.8013207,0.0,0.0,0.23934597,0.2631701,-1.3791893,0.86653113,0.0,0.0,0.067074426,0.07220871,-1.3508807,0.91666245,0.021127403,-0.99675524,0.8826244,-0.031046482,-1.0032203,0.99027866,0.0812108,-0.60788655,0.52668726,0.1711521,-0.576471,0.9767462,0.33842945,-0.52459306,0.5330437,0.39974746,-0.45061785,0.9403554,0.018154802,-0.0047375113,0.96942824,-0.018154021,0.0047375113,0.99171644,0.021340458,0.7357067,0.953253,0.0050219726,0.7595195,0.9863593,-0.18741128,1.4274988,0.90735054,-0.1981693,1.4884446,0.95397234
8,0.2783150183150183,3,1198.177734375,444.33636474609375,77.26212448952549,0.790611982345581,True,-0.4787581,-1.1097116,0.80750537,-0.43662083,-1.2063204,0.821755,-0.5349048,-1.1862898,0.5291589,-0.23931032,-1.2609575,0.7540792,0.0,0.0,0.21292396,0.10211218,-1.0175638,0.9924912,-0.60185045,-0.918995,0.9751526,0.28127697,-0.45694295,0.9837127,-0.57026726,-0.26299417,0.85842913,-0.14105006,-0.09328579,0.9650453,-0.4314844,0.095383964,0.8310702,0.2876015,-0.02283265,0.99670583,-0.2876015,0.022833046,0.9932636,0.7139922,0.8138849,0.99398994,-0.6729292,0.859551,0.9853323,1.11259,1.8379151,0.9820456,-0.7495221,1.8773412,0.9662357
8,0.2783150183150183,4,1819.51123046875,440.34893798828125,64.26539071856773,0.6971271634101868,True,0.059808675,-1.4810402,0.9561679,0.13135229,-1.5772327,0.91406214,-0.036314107,-1.5667852,0.9272584,0.26332572,-1.5030209,0.7027712,-0.19946356,-1.4780357,0.75717455,0.4893838,-1.0130335,0.9928369,-0.4264049,-0.9859751,0.99452823,0.59626704,-0.3964953,0.92074305,-0.64864314,-0.36266905,0.941958,0.29424152,-0.21691543,0.86725545,-0.23554593,-0.20916083,0.889484,0.30872118,-0.0076406263,0.9842159,-0.30872118,0.0076411013,0.9858888,0.5965596,0.04850872,0.95454234,-0.37243897,0.060439777,0.9580092,0.43039188,0.9695233,0.9108889,-0.4903582,0.99112505,0.91515046
9,0.3131043956043956,1,437.59295654296875,453.51812744140625,144.35755650391636,0.8761510252952576,True,0.21726786,-1.1449393,0.9729235,0.24988139,-1.2165866,0.75416064,0.16515286,-1.2264903,0.96784514,0.0,0.0,0.23258898,-0.017155964,-1.3053956,0.92748106,0.2508198,-1.0045463,0.98559695,-0.31318593,-0.99448127,0.99830174,0.32252464,-0.64365655,0.9155234,-0.4943553,-0.39007542,0.9945574,0.45837963,-0.5602115,0.9175579,-0.19402266,0.0087563,0.9879401,0.19076028,-0.009554557,0.9972325,-0.19076008,0.009554345,0.99899477,0.28885156,0.7807935,0.99426854,-0.15066628,0.79031926,0.99780506,0.32427886,1.484203,0.9801516,-0.13628033,1.5173129,0.988898
9,0.3131043956043956,2,1673.471435546875,436.88580322265625,156.1991828559646,0.8022151589393616,True,0.30929902,-1.3106481,0.7948738,0.0,0.0,0.22786541,0.26354352,-1.3734165,0.8609138,0.0,0.0,0.062545486,0.07308627,-1.3468726,0.91352373,0.041119624,-0.9941835,0.88299435,-0.03998488,-1.0058162,0.9902624,0.123273686,-0.60786295,0.54077387,0.16214804,-0.58372754,0.9779497,0.37311667,-0.5239188,0.5519401,0.38750884,-0.4503246,0.9442241,0.027181497,-0.0032324966,0.97113264,-0.027180715,0.0032324966,0.99218327,0.028806243,0.73925996,0.95494455,4.8453257e-05,0.7597303,0.98687196,-0.18431464,1.4340374,0.90824556,-0.19575585,1.4925948,0.9544078
9,0.3131043956043956,3,1198.0252685546875,445.70404052734375,75.3292608683117,0.7871356010437012,True,-0.5324266,-1.099556,0.83279586,-0.48609677,-1.2002722,0.85296446,-0.59297293,-1.1782773,0.55413026,-0.26902565,-1.2580929,0.7929609,0.0,0.0,0.21112183,0.10599625,-1.0100867,0.9933769,-0.6598263,-0.91170263,0.9763073,0.2842469,-0.41778946,0.984537,-0.6521597,-0.24750392,0.84797424,-0.1996233,-0.04408705,0.9657828,-0.5052931,0.085795626,0.82041574,0.31025577,-0.02275006,0.9965605,-0.31025577,0.022749653,0.9927114,0.7277361,0.81713367,0.9935772,-0.7255971,0.8605365,0.9835988,1.1416935,1.8720913,0.98074144,-0.77310175,1.9077883,0.962629
